plant,month,t_mean,hdd_15,hdd_18,cdd_18,cdd_22,ah_mean,ldd
NJ,2026-02,7.484,210.5,294.5,0.0,0.0,4.664,0.0
NJ,2026-03,10.735,137.2,226.2,1.0,0.0,6.207,0.0
NJ,2026-04,16.322,15.7,62.2,11.9,0.0,8.87,5.0
NJ,2026-05,23.259,0.0,2.1,165.1,62.2,12.258,85.8
NJ,2026-06,25.504,0.0,0.0,225.1,106.6,14.101,125.6
NJ,2026-07,28.637,0.0,0.0,329.7,205.7,20.425,323.2
NJ,2026-08,31.533,0.0,0.0,54.1,38.1,19.07,36.3
OC,2022-01,-2.376,538.7,631.7,0.0,0.0,1.844,0.0
OC,2022-02,-1.462,460.9,544.9,0.0,0.0,1.885,0.0
OC,2022-03,6.589,260.8,353.7,0.0,0.0,4.177,0.0
OC,2022-04,13.565,77.7,140.5,7.5,0.0,5.172,0.0
OC,2022-05,18.531,8.6,31.7,48.2,2.2,6.446,0.0
OC,2022-06,23.146,0.0,1.2,155.6,58.8,12.298,80.7
OC,2022-07,26.15,0.0,0.0,252.6,128.6,16.764,209.7
OC,2022-08,24.734,0.0,0.0,208.8,96.6,16.585,204.9
OC,2022-09,20.6,0.0,7.5,85.5,18.9,11.361,55.6
OC,2022-10,12.986,88.1,166.0,10.5,1.1,7.074,6.5
OC,2022-11,7.856,216.1,304.3,0.0,0.0,4.904,0.0
OC,2022-12,-4.141,593.4,686.4,0.0,0.0,1.93,0.0
OC,2023-01,-2.042,528.3,621.3,0.0,0.0,2.226,0.0
OC,2023-02,0.981,392.5,476.5,0.0,0.0,2.585,0.0
OC,2023-03,8.738,197.4,287.4,0.2,0.0,3.72,0.0
OC,2023-04,12.884,77.5,155.2,1.8,0.0,5.386,0.0
OC,2023-05,18.844,10.9,29.1,55.3,3.8,8.011,13.7
OC,2023-06,23.154,0.0,0.0,154.6,45.4,11.839,61.6
OC,2023-07,25.515,0.0,0.0,233.0,109.0,17.213,223.6
OC,2023-08,26.104,0.0,0.0,251.2,129.0,17.248,224.7
OC,2023-09,22.103,0.0,0.9,124.0,29.6,13.564,107.8
OC,2023-10,13.696,47.0,133.4,0.0,0.0,7.292,0.0
OC,2023-11,5.796,290.9,367.4,1.3,0.0,4.704,3.8
OC,2023-12,1.036,432.9,525.9,0.0,0.0,3.296,0.0
OC,2024-01,-1.258,504.0,597.0,0.0,0.0,2.467,0.0
OC,2024-02,2.776,354.5,441.5,0.0,0.0,3.643,0.0
OC,2024-03,5.518,293.9,386.9,0.0,0.0,3.826,0.0
OC,2024-04,14.458,37.7,111.0,4.8,0.0,6.717,0.0
OC,2024-05,17.316,10.2,45.2,24.0,0.0,8.079,3.2
OC,2024-06,23.371,0.0,0.0,161.1,52.5,11.006,45.8
OC,2024-07,25.985,0.0,0.0,247.5,123.5,17.645,237.0
OC,2024-08,27.749,0.0,0.0,302.2,178.2,18.283,256.8
OC,2024-09,24.333,0.0,0.0,190.0,85.7,15.167,156.3
OC,2024-10,14.928,24.5,96.7,1.5,0.0,8.531,6.3
OC,2024-11,7.995,210.8,300.2,0.0,0.0,5.176,0.0
OC,2024-12,-0.626,484.4,577.4,0.0,0.0,2.412,0.0
OC,2025-01,-1.633,515.6,608.6,0.0,0.0,2.198,0.0
OC,2025-02,-2.182,481.1,565.1,0.0,0.0,1.926,0.0
OC,2025-03,6.151,276.2,367.3,0.0,0.0,3.718,0.0
OC,2025-04,12.462,98.6,171.8,5.6,0.0,5.597,0.3
OC,2025-05,16.871,23.3,62.8,27.8,2.3,8.105,13.8
OC,2025-06,22.922,0.0,0.0,147.7,41.1,12.645,97.2
OC,2025-07,27.463,0.0,0.0,293.4,169.4,16.677,207.0
OC,2025-08,26.615,0.0,0.0,267.1,143.1,17.979,247.4
OC,2025-09,21.976,0.0,0.7,120.0,30.9,13.921,117.6
OC,2025-10,16.032,48.6,91.8,30.8,0.2,9.567,37.3
OC,2025-11,6.905,242.9,332.9,0.0,0.0,4.415,0.0
OC,2025-12,0.072,462.8,555.8,0.0,0.0,2.691,0.0
OC,2026-01,-3.435,571.5,664.5,0.0,0.0,1.696,0.0
OC,2026-02,0.913,394.4,478.4,0.0,0.0,2.609,0.0
OC,2026-03,6.579,261.0,354.0,0.0,0.0,3.622,0.0
OC,2026-04,13.35,67.7,140.3,0.8,0.0,5.156,0.0
OC,2026-05,18.707,7.9,32.4,54.3,5.9,8.704,15.5
OC,2026-06,23.012,0.0,0.0,150.4,41.5,11.459,55.1
OC,2026-07,26.576,0.0,0.0,265.9,141.9,17.998,247.9
OC,2026-08,30.567,0.0,0.0,50.3,34.3,18.98,35.9
OT,2022-01,-5.677,641.0,734.0,0.0,0.0,1.788,0.0
OT,2022-02,-3.939,530.3,614.3,0.0,0.0,2.465,0.0
OT,2022-03,3.196,365.9,458.9,0.0,0.0,3.524,0.0
OT,2022-04,7.286,237.9,323.5,2.1,0.0,4.547,0.0
OT,2022-05,16.695,37.9,83.4,42.9,8.2,8.141,14.2
OT,2022-06,21.578,0.0,4.6,112.0,39.0,9.451,23.6
OT,2022-07,23.526,0.0,0.0,171.3,55.2,11.488,54.8
OT,2022-08,22.809,0.0,0.0,149.1,38.8,12.269,75.7
OT,2022-09,19.016,17.6,42.1,72.6,13.3,9.757,29.7
OT,2022-10,11.521,118.5,200.8,0.0,0.0,5.471,0.0
OT,2022-11,6.379,263.3,349.5,0.9,0.0,4.224,0.0
OT,2022-12,0.031,464.0,557.0,0.0,0.0,3.026,0.0
OT,2023-01,0.49,449.8,542.8,0.0,0.0,3.402,0.0
OT,2023-02,0.116,416.7,500.7,0.0,0.0,2.874,0.0
OT,2023-03,2.471,388.4,481.4,0.0,0.0,3.27,0.0
OT,2023-04,9.69,175.9,251.4,2.1,0.0,5.185,0.0
OT,2023-05,14.696,59.8,118.6,16.1,3.1,6.039,0.0
OT,2023-06,20.203,0.4,10.4,76.5,13.1,8.979,18.0
OT,2023-07,22.878,0.0,0.0,151.2,34.7,12.301,74.3
OT,2023-08,20.99,0.0,4.7,97.4,12.5,11.288,50.6
OT,2023-09,18.902,0.3,17.7,44.8,14.7,10.318,27.2
OT,2023-10,12.506,114.0,181.8,11.5,0.2,6.978,5.6
OT,2023-11,4.742,307.7,397.8,0.0,0.0,3.853,0.0
OT,2023-12,4.034,339.9,432.9,0.0,0.0,4.206,0.0
OT,2024-01,-2.801,551.8,644.8,0.0,0.0,2.774,0.0
OT,2024-02,1.618,388.1,475.1,0.0,0.0,3.2,0.0
OT,2024-03,5.165,304.9,397.9,0.0,0.0,3.935,0.0
OT,2024-04,10.635,145.1,224.4,3.4,0.0,5.651,2.5
OT,2024-05,17.425,14.6,53.4,35.6,5.4,8.431,11.4
OT,2024-06,22.021,0.3,6.9,127.5,45.3,10.938,54.6
OT,2024-07,22.964,0.0,0.6,154.5,43.3,12.486,82.1
OT,2024-08,22.081,0.0,3.7,130.2,36.2,12.159,80.9
OT,2024-09,20.197,1.3,9.2,75.1,3.7,10.311,28.4
OT,2024-10,13.406,80.3,149.4,7.0,0.0,6.343,1.7
OT,2024-11,8.255,211.6,294.4,2.1,0.0,5.356,0.0
OT,2024-12,0.536,448.4,541.4,0.0,0.0,3.331,0.0
OT,2025-01,-5.787,644.4,737.4,0.0,0.0,2.034,0.0
OT,2025-02,-4.307,540.6,624.6,0.0,0.0,2.377,0.0
OT,2025-03,5.465,299.1,388.6,0.0,0.0,4.086,0.0
OT,2025-04,9.244,187.0,265.1,2.4,0.0,5.139,0.2
OT,2025-05,14.363,55.6,123.5,10.7,1.4,7.129,3.6
OT,2025-06,22.348,0.3,4.7,135.1,56.5,11.354,66.6
OT,2025-07,24.772,0.0,0.0,209.9,92.1,13.468,110.3
OT,2025-08,21.621,0.0,10.6,122.9,43.3,11.554,67.9
OT,2025-09,18.928,1.5,14.6,42.5,0.5,9.729,15.9
OT,2025-10,13.157,95.8,163.5,13.4,0.8,6.903,2.7
OT,2025-11,4.603,311.9,401.9,0.0,0.0,3.95,0.0
OT,2025-12,-2.468,541.5,634.5,0.0,0.0,2.597,0.0
OT,2026-01,-6.543,667.8,760.8,0.0,0.0,2.141,0.0
OT,2026-02,-3.57,520.0,604.0,0.0,0.0,2.525,0.0
OT,2026-03,4.811,319.7,409.7,0.8,0.0,4.241,0.1
OT,2026-04,11.263,138.4,208.4,6.2,0.0,6.567,4.5
OT,2026-05,14.844,64.2,121.6,23.8,4.5,6.766,7.5
OT,2026-06,21.822,0.0,1.5,116.1,38.7,10.095,36.4
OT,2026-07,24.761,0.0,0.0,209.6,94.0,12.926,96.1
OT,2026-08,21.8,0.0,0.0,15.2,2.1,12.069,8.3
WA,2022-01,1.942,404.8,497.8,0.0,0.0,3.662,0.0
WA,2022-02,4.362,297.9,381.9,0.0,0.0,3.804,0.0
WA,2022-03,3.669,351.3,444.3,0.0,0.0,3.167,0.0
WA,2022-04,7.812,215.7,305.7,0.0,0.0,4.417,0.0
WA,2022-05,15.581,20.2,84.7,9.7,0.0,6.351,0.0
WA,2022-06,20.341,0.0,10.1,80.3,23.1,9.099,12.5
WA,2022-07,20.709,0.0,7.7,91.7,27.2,8.536,6.3
WA,2022-08,20.969,0.0,3.2,95.2,22.6,11.002,47.3
WA,2022-09,13.433,69.4,138.1,1.1,0.0,7.37,1.7
WA,2022-10,12.351,86.0,175.1,0.0,0.0,7.373,0.0
WA,2022-11,5.23,293.1,383.1,0.0,0.0,4.929,0.0
WA,2022-12,1.74,411.0,504.0,0.0,0.0,3.765,0.0
WA,2023-01,3.861,345.3,438.3,0.0,0.0,4.2,0.0
WA,2023-02,2.631,346.3,430.3,0.0,0.0,3.717,0.0
WA,2023-03,5.776,285.9,378.9,0.0,0.0,4.318,0.0
WA,2023-04,7.911,212.7,302.7,0.0,0.0,5.109,0.0
WA,2023-05,13.624,57.1,137.0,1.3,0.0,6.252,0.0
WA,2023-06,19.068,2.3,21.5,53.5,7.4,8.75,12.1
WA,2023-07,20.911,0.0,3.0,93.3,14.6,9.617,14.0
WA,2023-08,20.138,0.4,21.2,87.5,20.1,11.207,49.5
WA,2023-09,18.527,0.9,13.7,29.5,0.0,9.791,10.7
WA,2023-10,12.521,94.2,171.3,1.5,0.0,7.29,0.0
WA,2023-11,5.576,282.7,372.7,0.0,0.0,4.758,0.0
WA,2023-12,2.872,376.0,469.0,0.0,0.0,4.076,0.0
WA,2024-01,0.768,441.2,534.2,0.0,0.0,3.334,0.0
WA,2024-02,6.956,233.3,320.3,0.0,0.0,5.155,0.0
WA,2024-03,8.505,204.3,294.3,0.0,0.0,5.079,0.0
WA,2024-04,11.688,125.1,194.5,5.2,0.0,5.894,0.0
WA,2024-05,17.21,9.7,40.6,16.2,0.0,7.51,0.9
WA,2024-06,19.434,1.7,17.9,60.9,14.2,9.844,20.9
WA,2024-07,20.637,0.0,3.0,84.7,10.9,11.003,42.3
WA,2024-08,20.77,0.0,2.4,88.2,12.6,11.242,44.1
WA,2024-09,17.082,22.6,66.1,38.5,8.1,8.726,5.3
WA,2024-10,11.316,115.8,207.2,0.0,0.0,6.757,0.0
WA,2024-11,4.594,312.2,402.2,0.0,0.0,4.436,0.0
WA,2024-12,2.696,381.4,474.4,0.0,0.0,3.939,0.0
WA,2025-01,2.372,391.5,484.5,0.0,0.0,3.694,0.0
WA,2025-02,0.799,397.6,481.6,0.0,0.0,3.037,0.0
WA,2025-03,6.017,278.5,371.5,0.0,0.0,4.149,0.0
WA,2025-04,11.607,115.9,195.6,3.8,0.0,5.924,0.0
WA,2025-05,11.97,103.8,188.1,1.2,0.0,6.338,1.2
WA,2025-06,18.648,1.9,22.0,41.5,1.8,9.43,13.1
WA,2025-07,19.172,0.0,12.5,48.9,4.1,10.171,19.2
WA,2025-08,18.89,1.1,20.8,48.4,7.8,9.162,12.3
WA,2025-09,15.817,32.9,83.7,18.2,0.0,8.652,6.1
WA,2025-10,9.625,166.6,259.6,0.0,0.0,6.0,0.0
WA,2025-11,4.203,323.9,413.9,0.0,0.0,4.584,0.0
WA,2025-12,2.196,396.9,489.9,0.0,0.0,4.102,0.0
WA,2026-01,-1.679,517.1,610.1,0.0,0.0,2.697,0.0
WA,2026-02,0.872,395.6,479.6,0.0,0.0,3.514,0.0
WA,2026-03,6.944,249.8,342.8,0.0,0.0,4.099,0.0
WA,2026-04,9.014,179.6,269.6,0.0,0.0,4.168,0.0
WA,2026-05,15.332,46.5,98.4,15.7,0.0,6.95,0.0
WA,2026-06,20.231,5.2,27.0,93.9,36.7,9.865,29.1
WA,2026-07,19.68,0.0,10.1,62.2,9.9,9.671,20.0
WA,2026-08,23.276,0.0,0.0,21.1,7.3,13.027,12.6
